B,0,0,0,0,0,0,0,14,255,255,255,255,216,0,0,0,0,0,0,0,0,0,32,255,255,187,255,255,52,255,85,0,0,0,0,96,255,81,114,255,255,255,255,255,251,255,255,46,0,0,114,255,33,255,255,255,255,114,255,255,255,255,255,103,0,28,255,255,255,215,153,255,255,255,255,255,255,255,255,46,0,114,255,255,255,255,255,90,255,15,216,255,255,255,255,0,19,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,114,255,142,255,15,255,255,255,255,255,255,171,15,15,255,114,144,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,15,255,255,255,255,114,255,114,255,255,255,255,255,114,255,255,255,255,255,206,211,171,114,255,255,217,15,255,255,114,224,255,153,255,255,255,255,114,226,255,195,15,190,255,4,114,114,255,255,255,255,255,255,227,255,255,220,247,253,25,0,114,255,255,155,128,255,255,233,244,255,199,167,0,0,0,0,114,127,255,114,127,114,255,255,0,114,0,0,0,0,4,0,114,114,114,114,253,116,0,0,0,5,5,5,0,0,0,5
B,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,109,255,19,203,255,255,255,255,0,0,0,0,0,255,255,112,112,255,19,224,255,255,255,255,0,0,0,112,19,255,255,255,255,19,255,255,255,255,255,255,0,0,161,255,255,255,255,255,255,255,255,255,255,255,255,255,0,170,255,255,255,112,255,255,255,255,255,255,255,174,255,255,112,255,255,255,255,255,255,255,255,255,255,224,255,255,255,255,255,255,255,255,19,255,19,19,255,255,255,255,255,255,255,62,19,19,255,255,255,218,255,255,255,255,255,19,189,255,255,62,255,255,255,255,255,255,255,255,112,255,255,255,255,100,255,9,19,255,19,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,255,255,112,255,112,255,255,255,255,255,255,174,159,0,255,255,255,255,255,255,112,255,255,255,255,19,255,161,7,3,255,112,255,112,112,112,255,116,255,255,255,0,0,2,0,0,112,255,255,112,255,112,255,251,255,24,0,0,3,0,17,1,112,112,255,112,112,95,112,3,0,0,3,0,4,4,4,2
B,0,0,0,0,0,0,0,0,0,255,255,52,0,0,0,0,0,0,0,0,0,0,255,52,51,255,52,52,255,52,255,0,0,0,0,0,0,135,52,52,255,255,255,52,137,52,52,0,0,0,255,52,52,255,141,52,255,52,141,52,255,255,255,31,0,0,52,52,255,255,52,52,52,255,52,52,255,52,52,255,0,255,52,52,192,52,52,115,255,52,255,167,255,52,115,0,0,255,255,217,65,255,52,52,52,52,255,255,52,52,52,0,0,65,255,65,52,52,52,52,243,242,58,255,52,52,52,52,19,255,52,52,49,49,52,65,52,106,255,255,255,255,255,255,0,255,52,43,52,52,52,52,52,255,255,255,255,90,210,255,0,201,255,170,37,52,255,249,255,255,255,52,255,52,19,52,0,0,255,255,255,52,52,255,255,166,201,52,52,52,52,255,0,33,33,255,255,255,255,255,255,255,255,173,241,0,1,2,33,33,33,255,52,82,192,255,0,0,0,1,0,2,0,0,230,33,255,255,255,52,52,0,0,0,0,2,0,0,0,2,255,206,255,0,174,0,0,0,2,0,2,2,2,0,2,0
L,181,181,181,181,181,87,0,0,0,0,0,0,0,0,0,0,57,181,57,181,181,181,0,0,0,0,0,0,0,0,0,0,232,22,181,181,181,181,0,0,0,0,0,0,0,0,0,0,22,22,208,181,156,181,0,0,0,0,0,0,0,0,0,0,181,22,181,181,171,181,0,0,0,0,0,0,0,0,0,0,181,181,181,181,181,181,0,0,0,0,0,0,0,0,0,0,181,184,255,181,181,181,0,0,0,0,0,0,0,0,0,0,227,185,255,187,181,248,0,0,0,0,132,255,255,255,255,231,181,185,181,255,255,255,255,255,255,255,255,255,255,255,255,255,181,181,255,241,181,234,181,51,181,181,181,181,181,181,181,181,232,181,181,255,227,181,218,181,96,181,111,181,181,19,8,7,181,255,181,126,32,91,253,255,255,17,6,8,3,0,0,0,181,181,181,47,151,181,181,5,0,0,0,0,0,0,0,0,205,176,181,181,177,9,0,0,0,0,0,0,0,0,0,0,181,22,181,17,2,0,0,0,0,0,0,0,0,0,0,0,181,181,225,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,101,207,255,255,255,106,101,255,9,0,0,0,0,0,37,101,101,101,101,212,255,93,192,30,255,255,0,0,0,15,101,101,101,163,255,163,0,0,0,0,30,163,0,0,101,101,101,101,115,255,255,0,0,0,0,0,0,0,0,101,101,101,101,255,135,255,25,0,0,0,0,0,0,0,0,101,101,101,101,255,44,149,30,0,0,0,0,10,0,0,0,101,101,101,250,255,253,30,255,1,0,0,0,0,0,49,0,101,101,101,255,15,255,30,30,30,255,7,10,10,101,255,0,101,39,255,30,30,255,149,16,16,30,30,30,255,30,30,101,101,52,8,30,30,255,255,255,30,30,30,30,30,255,54,41,115,255,30,30,30,254,255,255,221,30,30,255,39,39,39,39,101,101,41,55,30,255,255,30,255,24,72,10,10,10,39,101,101,39,5,2,26,255,212,18,0,0,0,7,10,10,12,30,10,26,2,51,101,0,0,0,0,0,0,0,10,11,10,0,1,187,3,0,12,0,0,0,0,10,10,39,20,1,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,103,103,103,103,103,103,103,255,201,87,0,0,0,0,70,103,169,150,255,255,93,255,255,186,182,64,0,0,0,61,103,255,255,188,103,226,255,152,20,20,20,20,0,0,4,103,103,103,151,255,255,67,50,8,29,4,8,8,0,103,103,103,103,182,255,255,20,0,0,0,0,0,0,1,0,103,103,103,103,255,255,255,255,0,0,0,0,0,8,8,0,103,103,103,171,35,255,255,255,103,0,0,8,52,8,44,1,103,104,255,255,20,19,3,1,116,35,1,0,1,1,105,101,103,103,20,255,20,1,1,1,8,17,20,255,255,255,255,97,149,255,70,20,2,1,1,1,4,20,20,20,255,20,255,103,169,255,2,20,123,255,1,20,20,20,10,61,240,34,5,226,103,111,52,1,123,255,236,152,255,2,10,1,4,0,0,103,103,95,204,144,2,214,255,255,214,20,2,0,0,0,0,209,131,255,182,255,2,112,255,64,1,8,0,0,0,0,0,255,255,255,176,255,70,50,1,8,4,0,1,1,0,0,0
L,0,0,0,0,0,0,255,160,160,0,0,0,0,0,0,0,0,2,255,255,2,0,201,160,160,125,0,0,0,0,0,0,0,255,160,160,205,255,171,160,160,181,0,0,0,0,0,0,153,231,238,160,160,255,160,160,160,160,0,0,0,0,0,0,160,160,210,138,160,160,160,160,160,160,0,0,0,0,0,0,38,160,203,160,160,163,25,156,160,160,0,0,0,0,0,0,188,160,160,160,160,160,21,39,160,160,0,0,0,0,0,0,160,160,181,77,160,252,160,160,160,160,0,0,0,0,0,0,160,160,160,160,160,215,160,160,160,199,104,104,255,255,255,255,51,160,160,21,51,156,255,242,211,255,255,160,255,160,160,160,6,20,255,21,160,255,160,160,160,21,160,160,160,160,22,5,160,255,255,255,255,252,160,21,160,21,43,4,0,0,0,0,255,255,238,255,160,25,0,21,160,4,0,0,0,0,0,0,246,210,160,160,150,13,86,47,0,0,0,0,0,0,0,0,166,255,160,160,138,159,9,3,0,0,0,0,0,0,0,0,160,246,160,169,21,0,0,0,0,0,0,0,0,0,0,0
B,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,18,255,152,255,255,255,255,255,183,0,0,0,0,0,0,0,98,255,255,255,255,255,255,255,255,175,0,0,0,255,103,255,255,255,255,255,255,80,98,255,255,230,0,0,255,255,93,255,98,255,255,255,255,255,255,255,255,255,0,0,255,255,240,255,255,255,255,255,255,255,236,255,255,93,0,0,98,255,152,255,255,255,255,255,255,255,255,255,255,255,0,98,215,255,255,243,255,151,255,255,255,255,64,23,255,255,63,98,255,64,35,20,255,167,255,255,255,255,255,255,255,34,255,98,255,20,255,255,255,255,216,255,98,98,255,255,255,255,255,98,108,255,245,35,255,255,98,98,98,255,255,255,20,20,255,38,206,241,255,255,206,255,255,98,98,255,255,20,20,255,255,0,98,206,255,105,255,255,98,147,255,255,206,255,64,240,0,0,98,98,255,98,255,255,255,108,255,255,255,1,0,0,0,98,98,98,255,255,98,98,216,98,13,112,0,0,0,8,1,98,98,98,98,106,255,246,255,0,80,0,3,3,0,0,3
C,0,0,0,0,0,0,74,74,74,17,17,2,0,1,0,1,0,0,0,0,8,74,74,125,125,255,255,255,255,255,255,74,0,0,0,74,74,255,170,74,74,255,255,255,255,255,18,255,0,0,74,74,236,74,193,255,192,229,2,168,13,136,1,0,74,74,74,74,74,107,255,1,0,0,0,0,1,1,1,0,74,74,74,74,79,255,255,0,0,0,0,1,0,11,1,1,74,74,74,74,255,255,18,0,0,0,0,0,1,1,9,255,74,74,255,111,18,248,255,255,3,0,0,0,1,0,255,159,74,74,181,207,55,18,3,111,158,255,74,70,255,255,58,18,74,74,236,229,255,68,1,17,255,18,70,99,255,18,255,0,74,204,255,18,25,18,255,114,25,18,18,255,255,0,1,0,74,212,35,255,218,107,255,55,255,255,18,11,1,0,1,1,74,255,255,18,184,136,255,99,255,74,0,0,1,0,8,2,255,255,203,18,55,255,159,74,0,0,0,1,0,5,4,3,255,18,3,255,145,5,74,0,0,0,0,0,5,5,4,0,255,24,2,8,3,69,1,0,0,0,0,5,5,0,5,0
C,0,0,0,0,0,0,0,0,56,0,0,0,0,0,1,0,0,0,0,0,0,0,102,102,169,102,102,102,174,255,0,1,0,0,0,0,0,102,102,255,102,255,255,255,255,255,22,255,0,0,0,0,102,102,102,102,207,182,22,22,22,22,255,22,0,0,0,92,102,102,255,255,22,255,2,0,2,1,2,17,0,0,102,102,102,255,255,255,255,0,0,0,0,13,1,1,0,8,102,102,255,255,209,153,91,1,0,0,0,10,2,17,0,102,102,129,18,22,255,255,87,0,0,2,16,17,5,17,46,102,102,255,255,255,22,22,102,0,0,2,14,2,33,69,77,102,172,64,11,11,2,3,22,1,46,8,18,17,255,255,67,17,1,1,1,2,1,3,3,255,20,20,102,255,255,132,255,22,16,255,22,2,1,22,16,22,255,255,245,125,22,161,95,80,1,255,255,5,8,22,22,182,22,255,22,3,69,17,22,156,255,240,255,18,255,22,102,4,2,3,17,17,17,17,255,9,236,71,113,102,102,0,0,0,2,0,10,1,15,69,153,241,219,2,0,0,0,0,0,0,0,14,14,2,27,35
B,0,0,0,0,250,255,255,174,255,30,0,0,0,0,0,0,0,0,157,255,54,255,255,255,225,255,255,0,0,0,0,0,0,0,255,17,255,112,134,181,14,255,255,255,0,0,0,0,112,255,112,112,251,255,112,255,248,255,255,255,255,0,0,0,255,255,255,255,255,255,255,255,255,0,255,255,255,0,0,0,225,255,112,112,255,255,255,255,235,42,255,255,255,255,0,0,161,206,255,255,255,255,255,255,255,255,161,255,255,99,0,0,112,255,255,255,255,255,50,92,255,255,139,17,255,139,255,0,112,112,255,203,255,255,255,255,255,255,255,255,255,255,255,255,14,201,255,17,255,206,255,112,255,161,112,255,255,255,255,255,0,112,112,255,255,250,255,242,255,112,193,255,255,241,17,17,0,0,112,112,255,179,255,179,130,255,112,112,255,185,17,47,0,0,0,112,116,116,255,251,255,112,112,255,255,255,248,255,0,0,0,0,112,197,170,237,112,112,112,255,112,255,255,1,0,0,0,4,112,112,255,255,255,112,201,255,18,0,0,1,0,0,0,112,112,112,215,112,255,32,12,0,0,0,2,1
L,0,0,0,0,0,255,255,97,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,44,0,0,0,0,0,0,0,0,51,255,255,51,51,255,255,255,219,0,0,0,0,0,0,0,255,255,255,255,255,255,255,84,255,0,0,0,0,0,0,0,255,225,255,84,225,255,255,215,255,0,0,0,0,0,0,0,255,255,255,255,113,44,136,186,255,0,0,0,0,0,0,0,255,255,44,255,252,93,255,255,255,0,0,0,0,0,0,0,146,255,255,202,255,255,255,255,255,0,0,0,0,12,51,134,13,255,44,255,44,255,255,255,255,115,51,172,255,255,255,255,44,106,6,34,255,255,255,255,255,255,255,255,202,255,255,41,136,255,255,255,255,255,255,255,255,44,44,7,0,0,0,0,255,255,255,255,255,84,255,255,58,0,0,0,0,0,0,0,255,255,255,255,255,84,255,44,0,0,0,0,0,0,0,0,118,233,255,113,169,44,112,0,0,0,0,0,0,0,0,0,51,255,255,106,255,0,0,0,0,0,0,0,0,0,0,0,255,255,255,80,1,0,0,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,79,79,79,79,79,255,79,0,0,0,0,0,0,0,0,65,79,79,79,79,255,255,255,255,96,43,14,0,0,0,79,79,79,255,43,255,43,43,202,43,96,43,43,0,0,36,79,79,255,43,255,43,255,2,0,0,0,0,2,1,79,79,79,255,255,255,43,255,14,0,0,0,0,0,0,79,79,79,79,43,255,43,202,1,0,0,0,0,6,0,0,79,79,79,255,255,255,255,255,0,0,0,0,0,0,0,2,79,79,255,255,43,255,43,255,0,0,0,0,1,0,0,255,79,79,255,43,43,6,6,43,43,79,0,0,0,19,255,255,79,79,255,43,5,6,4,43,43,43,255,255,255,255,43,6,21,255,43,43,255,43,6,43,43,43,43,43,202,43,255,11,202,43,255,43,255,255,255,255,43,43,6,43,202,255,0,2,255,43,43,43,255,255,255,96,255,255,43,6,2,0,2,11,255,4,255,255,255,6,255,96,255,255,6,4,0,2,11,2,255,255,6,202,6,255,43,4,2,0,0,0,2,1,0,2,43,255,6,79,79,211,0,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,8,92,92,92,174,161,92,92,92,0,0,0,0,0,0,92,92,92,92,135,227,255,255,255,255,0,0,0,0,4,92,92,92,255,255,255,199,255,255,24,53,0,0,6,92,92,92,92,255,140,140,194,103,255,92,0,3,0,34,92,92,92,174,255,255,255,255,140,179,5,0,0,0,0,92,92,92,92,168,255,255,255,24,255,92,0,0,3,0,27,92,92,92,92,255,255,255,255,255,255,103,54,0,0,0,92,92,92,92,92,255,255,255,255,24,255,255,255,255,255,255,92,110,255,255,100,255,255,255,92,196,201,255,255,252,255,255,92,110,176,255,255,255,24,255,255,255,255,255,255,140,24,140,125,255,171,255,140,24,24,255,255,172,255,255,255,255,255,9,174,230,248,24,255,85,255,20,255,255,255,167,2,0,0,0,92,174,174,174,92,60,24,56,1,0,0,0,0,0,0,2,92,255,91,230,174,255,140,17,0,0,0,0,0,0,0,0,255,140,24,255,92,9,21,0,0,0,0,0,0,0,0,0,189,174,89,27,81,77,0,0,0,0,1,0,0,0,0,0
B,0,0,0,0,0,0,0,255,255,245,255,255,0,0,0,0,0,0,0,0,0,0,255,255,38,112,255,255,217,255,87,0,0,0,0,112,83,61,112,112,112,112,112,255,112,255,255,0,0,0,219,16,255,238,255,255,112,255,255,185,255,255,255,0,0,196,255,148,255,112,148,245,255,255,255,112,255,255,255,0,0,196,220,255,148,255,76,255,255,225,255,206,255,255,255,0,52,112,255,219,255,219,255,255,255,255,205,161,255,255,112,0,112,112,255,195,255,219,255,255,255,255,255,255,53,255,255,0,211,255,255,255,255,255,255,255,252,112,179,255,255,255,255,255,112,148,255,255,255,255,148,112,112,112,112,255,225,220,216,255,255,255,255,255,255,112,255,112,112,112,129,255,53,16,16,255,112,255,112,255,255,255,255,112,112,112,255,255,53,16,195,211,32,112,255,255,255,223,255,112,148,255,255,255,255,255,255,0,74,112,255,255,255,219,148,219,255,255,255,38,0,0,0,0,112,112,112,255,112,255,255,112,112,0,0,0,0,0,0,0,112,94,112,112,219,42,18,112,0,0,0,0,0,0,0,0
L,0,0,0,0,0,0,0,0,163,146,146,91,0,0,0,0,0,6,6,138,138,255,3,180,146,84,146,204,0,0,0,0,6,248,255,146,255,231,255,246,146,146,146,146,0,0,0,0,232,255,245,101,0,246,255,146,146,135,13,146,0,0,0,0,190,13,146,146,13,146,146,146,146,20,67,113,0,0,0,0,146,113,255,225,146,146,96,132,13,146,146,0,0,0,0,0,15,17,149,255,146,146,146,142,93,142,146,0,0,0,0,0,40,11,255,146,183,146,146,146,146,146,146,0,0,0,0,0,231,29,5,191,100,146,146,146,146,179,146,231,255,255,255,255,255,13,142,212,146,146,146,147,146,238,146,146,146,146,146,253,236,255,255,224,176,146,146,146,255,13,146,146,146,146,146,50,255,255,146,146,211,146,136,33,13,146,13,0,0,0,0,0,156,246,146,146,146,25,146,214,146,3,0,0,0,0,0,0,223,170,146,146,146,120,142,13,1,0,0,0,0,0,0,0,197,255,255,178,146,146,12,0,0,0,0,0,0,0,0,0,255,255,229,255,3,6,0,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,101,101,101,101,101,101,255,255,255,255,0,0,0,0,101,101,101,255,255,255,255,255,255,22,22,255,0,0,0,101,198,242,183,147,101,120,255,22,51,19,30,7,0,0,0,101,236,101,101,255,255,117,1,46,2,8,8,8,0,0,101,255,101,192,219,70,224,0,0,0,0,8,8,8,0,101,101,159,128,255,255,255,255,0,0,0,0,51,8,24,0,101,101,101,255,2,22,255,255,3,0,8,0,8,51,13,0,101,101,255,198,22,255,2,21,255,0,0,8,0,8,101,9,101,101,255,150,22,101,2,1,1,22,159,24,96,255,255,101,101,101,255,22,255,1,1,1,2,2,22,255,255,255,22,101,101,236,22,1,22,2,1,1,20,156,22,226,22,255,51,101,101,255,22,1,255,39,22,2,22,22,51,188,47,0,0,157,255,109,2,1,255,255,22,22,255,17,255,0,0,0,0,51,233,11,109,15,22,135,255,15,15,22,0,0,0,0,0,255,101,2,255,22,1,200,1,0,0,0,0,0,0,0,0
